timestamp,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w,linear_velocity_x,linear_velocity_y,linear_velocity_z,angular_velocity_x,angular_velocity_y,angular_velocity_z
298.482,48.84342083,12.56839157,-32.86728255,0.00596966,0.006626751,-0.878928333,-0.47687046,-0.108939329,0.092429392,-0.003668045,0.000823748,0.004713109,0.390135881
298.532,48.83761769,12.57304032,-32.86745774,0.005803578,0.006669886,-0.883551288,-0.468250951,-0.122583519,0.093186811,-0.003303438,0.001860434,0.002950477,0.393570736
298.582,48.83115679,12.57776078,-32.86761156,0.005651627,0.006750771,-0.888108585,-0.459549374,-0.13499256,0.09656878,-0.002894915,0.003081497,0.002570549,0.389607254
298.632,48.82411352,12.58274898,-32.86774947,0.005477269,0.006833859,-0.89249245,-0.4509773,-0.146309612,0.10256767,-0.002661686,0.002637165,0.004268605,0.382301118
298.682,48.81650697,12.58800893,-32.86787981,0.005278191,0.006877454,-0.89676639,-0.442419352,-0.157355889,0.107393468,-0.00257275,0.001624397,0.005267269,0.385062938
298.732,48.80838586,12.59347157,-32.86800793,0.005087742,0.006909209,-0.901056365,-0.433617118,-0.166717734,0.110732337,-0.002561985,0.001458581,0.003965986,0.399626347
298.782,48.79985259,12.59906457,-32.86813677,0.004931864,0.006957875,-0.905463768,-0.424337871,-0.174075683,0.112697656,-0.002596218,0.00120375,0.002383006,0.422238965
298.832,48.79099062,12.60472247,-32.86826825,0.004807603,0.007015223,-0.910033407,-0.414447671,-0.179905725,0.113375858,-0.002665885,0.000724422,0.001045818,0.44880793
298.882,48.78186335,12.61037107,-32.86840447,0.00469967,0.007057684,-0.914603061,-0.404263952,-0.1850119,0.112252559,-0.002790008,-0.000471307,0.00171585,0.433032743
298.932,48.77247338,12.61588582,-32.86854872,0.00458512,0.007057189,-0.918704276,-0.394856463,-0.190565638,0.107769429,-0.002985316,-0.001683944,0.002822954,0.390310344
298.982,48.76290745,12.6211315,-32.8687022,0.004503442,0.007082042,-0.922229793,-0.386551124,-0.190248692,0.102768528,-0.003120913,0.001366511,-0.001243749,0.329087946
299.032,48.75349738,12.62617188,-32.86886062,0.004458767,0.007145263,-0.9250639,-0.379718113,-0.186768752,0.098894672,-0.003222589,-2.60E-05,0.000580374,0.268528546
299.082,48.74420755,12.63100137,-32.86902508,0.004382199,0.007137314,-0.927398387,-0.373981399,-0.185142021,0.094372243,-0.003351105,-0.001459621,0.002670927,0.233123539
299.132,48.73494999,12.63559392,-32.86919621,0.004285713,0.007099099,-0.929494741,-0.368742135,-0.185349348,0.08951079,-0.003489049,-0.001210305,0.002963967,0.222658261
299.182,48.7256683,12.63994535,-32.86937395,0.004195329,0.00708582,-0.931571321,-0.363465355,-0.185819199,0.084788118,-0.003610477,-0.000112524,0.001767548,0.233826761
299.232,48.71638289,12.64407055,-32.86955691,0.004124671,0.007107927,-0.93379985,-0.357701418,-0.18542023,0.080470911,-0.003698919,0.000490743,0.000403578,0.261804072
299.282,48.70714953,12.64799247,-32.86974327,0.00407147,0.00714119,-0.936294267,-0.35112031,-0.183762569,0.07664071,-0.003745525,-0.000228053,-0.00016188,0.301140801
299.332,48.69803242,12.65173532,-32.86993083,0.004031678,0.007165798,-0.939112825,-0.343510552,-0.180839164,0.073282048,-0.003750722,-0.00079879,-0.001022059,0.346955888
299.382,48.6890491,12.65531426,-32.87011831,0.003996622,0.007175045,-0.942242885,-0.334829646,-0.179154393,0.069927104,-0.003753231,-0.002189568,-0.000304108,0.387554358
299.432,48.68003507,12.65868512,-32.87030744,0.003933045,0.007133606,-0.9455429,-0.325395555,-0.182201448,0.064555558,-0.003826391,-0.003998434,0.00180318,0.406830796
299.482,48.67087563,12.66176928,-32.87050057,0.003870674,0.007123508,-0.948693233,-0.316094011,-0.182558977,0.059691894,-0.003874217,0.000819443,-0.001729929,0.368670448
299.532,48.66185234,12.66467815,-32.87069399,0.003847155,0.007208159,-0.951306993,-0.308136733,-0.178548541,0.056820068,-0.003864193,0.001399031,-0.001605707,0.304537898
299.582,48.6530061,12.66743831,-32.87088733,0.003801408,0.007241547,-0.95342526,-0.301518461,-0.17582384,0.053514932,-0.003874729,-0.001171729,0.001177006,0.258103553
299.632,48.64424632,12.67001023,-32.87108178,0.003726136,0.007215995,-0.955264108,-0.295642571,-0.174721695,0.049483474,-0.003902068,-0.001325794,0.001860694,0.239676222
