timestamp,thrust0,thrust1,thrust2,thrust3,thrust4,thrust5
1284.958,5.768655279,-2.884781918,-4.815473692,-1.284780532,5.801040703,4.210745405
1285.008,5.775811102,-0.821373346,-4.038458017,-2.003703681,5.801040704,3.788249978
1285.058,5.781387136,-0.802956364,-4.062785485,-2.673780014,5.801040706,3.837802826
1285.108,5.785731619,-0.816662694,-4.295046568,-3.20984289,5.801040707,4.237210952
1285.158,5.789116235,-1.529089485,-4.608712779,-2.525464603,5.801040707,4.553326258
1285.208,5.791752863,-2.237425817,-4.860652599,-1.149887828,5.801040708,4.643017301
1285.258,5.793806686,-2.882179822,-5.061507325,-0.245715725,5.801040708,4.641599609
1285.308,5.795406458,-3.440783428,-5.220749749,0.000402913,5.801040709,3.987870299
1285.358,5.796652514,-3.910074339,-5.346476232,0.181500489,5.801040709,3.98282116
1285.408,5.797623037,-4.296332135,-5.445428286,0.434209859,5.801040709,4.354240729
1285.458,5.798378937,-4.540305405,-5.351771386,0.660094083,5.801040709,4.639820549
1285.508,5.798967666,-3.399187077,-2.348942076,0.009995959,5.801040709,4.524391429
1285.558,5.79942619,-3.532863069,-1.596383634,-0.205161658,5.801040709,4.634787401
1285.608,5.799783301,-3.467535338,-2.216722311,-0.670853815,5.80104071,4.440881969
1285.658,5.800061427,-3.932272572,-2.863866248,-0.350873162,5.80104071,4.479431065
1285.708,5.800278037,-4.314447337,-3.425192701,0.005104664,5.80104071,4.757074769
1285.758,5.800446735,-4.446813167,-3.741593411,0.292116822,5.80104071,4.938810602
1285.808,5.800578119,-1.630759751,-1.379209937,-0.012508433,5.80104071,4.267285038
1285.858,5.800680442,-1.564043706,-1.047911555,-0.358397767,5.80104071,4.074307103
1285.908,5.800760132,-2.27028895,-1.768914205,-0.252106371,5.80104071,4.43005107
1285.958,5.800822195,-2.911194948,-2.460428316,0.012818245,5.80104071,4.691684699
1286.008,5.80087053,-3.465455549,-3.077827019,0.318435384,5.80104071,4.368888047
1286.058,5.800908173,-3.93054763,-3.606480719,0.944472975,5.80104071,4.334352813
1286.108,5.80093749,-4.313040144,-4.047202815,1.641113628,5.80104071,4.320959158
1286.158,5.800960322,-4.610189519,-4.408030667,2.227986048,5.80104071,4.325522603
1286.208,5.800978104,-4.580515131,-4.699714457,0.737011695,5.80104071,4.461412404
1286.258,5.745946929,-4.598445847,-4.722728601,0.186939748,5.80104071,4.66706791
1286.308,4.650156959,-1.303431633,-1.369827872,-0.038431532,5.80104071,4.351039776
1286.358,4.893781913,-0.247428904,-0.427092347,-0.42196294,5.80104071,4.421775913
1286.408,5.087825562,-0.846692391,-1.085202008,-0.052672416,5.80104071,4.234340533
1286.458,5.24156005,-1.560966669,-1.806514539,0.119711037,5.80104071,4.392421335
1286.508,5.362873541,-2.267401258,-2.494902478,0.398971307,5.80104071,4.687159398
1286.558,5.458313905,-2.906622767,-3.10782402,1.004182049,5.80104071,4.923330583
1286.608,5.533226005,-3.414814003,-3.631752067,0.670900924,5.80104071,5.111281549
1286.658,5.591921258,-3.727656224,-4.045219796,0.671412993,5.80104071,5.252557734
1286.708,5.637847667,-1.27537418,-3.900841413,0.011105305,5.80104071,5.210955235
1286.758,5.673745291,-0.532268042,-3.960673163,-0.196069359,5.80104071,5.336413546
1286.808,5.701781298,-1.11960332,-4.337604966,-0.453995074,5.80104071,5.387436375
1286.858,5.723663624,-1.824341129,-4.643025233,-0.082284537,5.80104071,5.379844595
1286.908,5.740734626,-2.112334627,-4.888083556,-0.464634525,5.80104071,3.562387975
1286.958,5.754047143,-2.706691969,-5.083300238,-0.720725946,5.80104071,3.492153364
1287.008,5.764425621,-3.194134061,-5.237982689,-1.141029571,5.80104071,3.952679824
1287.058,5.772514866,-3.704276665,-5.360055323,-1.140785887,5.80104071,4.323360022
1287.108,5.778818704,-4.127743058,-5.456099563,-1.488031194,5.80104071,4.462161671
1287.158,5.783730521,-4.473410064,-5.531489641,-1.316283223,5.80104071,4.715795701
1287.208,5.787557293,-4.752242074,-5.590561799,-0.340415425,5.80104071,4.904491763
1287.258,5.790538463,-4.914157028,-5.587706417,-0.00343011,5.80104071,5.091623344
1287.308,5.792860732,-3.847204958,-4.613274368,-0.33326202,5.80104071,5.137382632
1287.358,5.748647935,-3.537504756,-4.133925272,-0.920111033,5.80104071,5.068829136
1287.408,4.825462375,-0.888982849,-1.274412458,-1.637915158,5.80104071,3.680382993
1287.458,5.033528606,-0.223778847,-1.336668024,-2.313503169,5.80104071,3.648289021
1287.508,5.198612635,-0.583162953,-2.053980809,-2.219690843,5.80104071,3.086208624
1287.558,5.329025202,-1.271251963,-2.718941147,-0.397361154,5.80104071,3.062262149
1287.608,5.431709658,-1.990532859,-3.301297044,0.001750301,5.80104071,3.282710692
1287.658,5.51235913,-2.661945066,-3.793947956,0.319618845,5.80104071,3.74310927
1287.708,5.575580676,-3.25230927,-4.201347308,0.946845468,5.80104071,4.159645984
1287.758,5.625067358,-3.718301957,-4.532045062,1.548013499,5.80104071,4.499262965
1287.808,5.663759072,-3.367102069,-4.772502643,0.222968383,5.80104071,4.772987037
1287.858,5.693984066,-3.139718109,-4.872209856,-0.002648448,5.80104071,4.943548465
1287.908,5.717579029,-3.658584277,-5.070690921,0.138734809,5.80104071,4.117841004
1287.958,5.612737349,-3.898574597,-5.011124766,0.600495241,5.80104071,3.941840282
1288.008,3.327460191,-1.009946966,-1.48190278,0.005004056,5.80104071,3.361849377
1288.058,3.455395266,-0.088702202,-0.366919488,-0.190508746,5.80104071,3.453652496
1288.108,3.922201834,-0.584789985,-1.009052189,0.002496764,5.80104071,3.920755737
1288.158,4.306230591,-1.273122216,-1.729445447,0.326819023,5.80104071,4.271265405
1288.208,4.617733895,-1.992355224,-2.424106869,0.956467497,5.80104071,3.866154801
1288.258,4.867866875,-2.650091939,-3.046153498,1.56189825,5.80104071,3.994053323
1288.308,5.067240216,-2.917293107,-3.579759431,0.265688506,5.80104071,3.961637594
1288.358,5.22528392,-3.061909244,-4.025146486,-7.94E-05,5.80104071,4.180718115
1288.408,5.350049536,-2.554304898,-4.390097584,-0.217505015,5.80104071,3.298904357
1288.458,5.448236706,-2.397516116,-4.685289865,-0.521483359,5.80104071,3.121771702
1288.508,5.525323376,-3.022919582,-4.921838323,-0.645869341,5.789160813,2.740072232
1288.558,5.585733629,-3.415857687,-5.110097379,-0.191161074,5.542385377,2.96050049
1288.608,5.633008688,-1.259794289,-4.512128938,-0.762605909,5.599091651,2.501037141
1288.658,5.66996453,-0.604333556,-4.511394814,-1.36992663,5.643454456,2.632868937
1288.708,5.698829463,-1.295492777,-4.782716895,-0.245508028,5.678125499,3.227259054
1288.758,5.721360259,-1.997311164,-4.999510297,0.010644299,5.705200878,3.685081666
1288.808,5.738938051,-2.262472559,-5.171677536,-0.123795964,5.726331813,3.10763219
1288.858,5.707100234,-2.514879355,-5.089226426,-0.330223647,5.742815656,3.132205616
1288.908,4.797395094,-0.498182867,-1.518937899,-0.960997136,5.755669696,3.154305688
1288.958,4.9159429,-0.017239903,-0.415870599,-1.680207159,5.765690386,3.369329832
1289.008,5.105418704,-0.204315389,-0.813468792,-2.276894222,5.773500544,3.46952125
1289.058,5.255464274,-0.782860096,-1.525684413,-0.906969181,5.779586763,3.814520302
1289.108,5.373825087,-1.492903166,-2.234217356,-0.043649375,5.784328936,3.414073362
1289.158,5.466917535,-2.203262988,-2.879343483,0.136941162,5.788023491,3.479151241
1289.208,5.539971742,-2.851946188,-3.438369727,0.673984609,5.79090163,3.448183859
1289.258,5.597202271,-3.415037201,-3.908070355,1.358046521,5.793143623,3.564117636
1289.308,5.64197716,-3.88868864,-4.294696105,1.657606289,5.784272985,1.554207549
1289.358,5.676971434,-4.252013642,-4.608430046,1.691045485,5.564798523,1.803402753
1289.408,5.704299941,-3.968274808,-4.860426466,0.2591069,5.61663211,1.822018562
1289.458,5.588153216,-3.435540563,-4.847962023,-0.005404937,5.657166585,2.028924299
1289.508,3.085730324,-0.829479505,-1.42356988,-0.348126125,5.688835816,2.492922552
1289.558,3.33008775,-0.050383805,-0.463323375,-0.891787682,5.713561067,2.973318895
1289.608,3.817970785,-0.50066705,-1.129711953,-0.041083503,5.709483198,1.97838061
1289.658,4.221027121,-1.103703401,-1.851061241,0.106915763,5.243878363,2.263208888
1289.708,4.548934109,-0.398424768,-2.535589415,-0.074011819,5.364699773,2.904949489
1289.758,4.812803639,-0.537939038,-3.143146541,-0.329385558,5.459748747,3.439626691
1289.808,5.023458101,-1.218754722,-3.661466317,-0.001669828,5.534351087,3.452861318
1289.858,5.190641211,-1.936884607,-4.092521336,0.199490203,5.592802098,3.710995449
1289.908,5.322739108,-2.546941744,-4.444838481,0.001032619,5.638536471,2.707675072
1289.958,5.426766768,-2.756364826,-4.729298526,-0.071376876,5.674283433,2.763197828
1290.008,5.508480929,-0.674282095,-3.474899934,-0.548834986,5.702201436,3.16015223
1290.058,5.572542939,-0.057542399,-3.223870367,-1.227736475,5.723991454,3.54919318
1290.108,5.622691018,-0.34946064,-3.729200218,-1.800420985,5.74099032,3.266330144
1290.158,5.661901978,-0.986358163,-4.148224003,-1.424161697,5.754246508,3.410151334
1290.208,5.692533879,-1.706253676,-4.490009907,-1.857318824,5.764581026,3.831685897
1290.258,5.716447268,-2.402698477,-4.765563847,-1.722865946,5.77263598,4.182564649
1290.308,5.735105753,-3.027450797,-4.985849154,-0.546932561,5.778913079,3.468768914
1290.358,5.749658054,-3.563962599,-5.160854852,-0.061011758,5.777742965,3.330617529
1290.408,5.761004169,-4.01209717,-5.299240337,-0.118370293,5.622975474,1.540917912
1290.458,5.769848279,-4.343577575,-5.408283262,-0.162473724,4.999791577,1.706696217
1290.508,5.776740777,-3.857981091,-5.49397518,-0.455790401,5.095755254,1.82300889
1290.558,5.557040505,-3.308745268,-5.337414451,-0.63193611,5.207120063,2.114707862
1290.608,1.811157368,-0.781224775,-1.610674486,-1.326802495,5.335732751,2.215482625
1290.658,1.366057045,-0.038698362,-0.312552543,-2.041794647,5.436983212,2.487225756
1290.708,2.082295983,-0.293249326,-0.916676654,-2.498123009,5.516496328,2.345997323
1290.758,2.744284657,-0.911081978,-1.63434515,-0.567247007,5.578821016,2.552241822
