timestamp,thrust0,thrust1,thrust2,thrust3,thrust4,thrust5
1290.808,3.323031064,-1.628523555,-2.335996549,-0.002893795,5.62760203,2.206751649
1290.858,3.812085351,-2.330574448,-2.969013702,0.240954568,5.665739803,2.430329221
1290.908,4.216207187,-2.964252221,-3.514515614,0.837329224,5.695530741,3.051584701
1290.958,4.545036986,-3.490529965,-3.971200435,1.460184287,5.718786056,3.584344216
1291.008,4.809681606,-3.459885087,-4.346183419,0.41887017,5.736930131,4.028932415
1291.058,5.020973922,-2.798989875,-4.649936503,0.027268021,5.751080657,4.370150343
1291.108,5.188674544,-3.369845628,-4.893605781,0.136299318,5.762113171,4.170054515
1291.158,5.149447253,-3.665275207,-4.87375928,0.316592989,5.770712624,4.286945754
1291.208,2.224741678,-0.918225664,-1.422136932,-0.00894185,5.777414326,3.699956752
1291.258,2.091415367,-0.06835264,-0.325726866,-0.325847138,5.782636311,3.712527593
1291.308,2.752435126,-0.542253084,-0.955011733,-0.030277315,5.786704831,4.134525255
1291.358,3.330014473,-1.223806963,-1.674039522,0.15780897,5.789874388,4.459926973
1291.408,3.817909679,-1.944130262,-2.372878202,0.709209953,5.792343443,4.322724851
1291.458,4.220977082,-2.524449671,-3.001356721,1.301195117,5.79426671,4.350603757
1291.508,4.548893654,-1.213919258,-3.541899756,0.126459564,5.795764773,4.532614445
1291.558,4.812771231,-0.407414689,-3.993858788,-0.048405536,5.796931599,4.796439097
1291.608,5.023432315,-1.060626338,-4.364637395,0.009414997,5.797840406,4.939343563
1291.658,5.190620798,-1.773517587,-4.664798327,0.172719804,5.798548234,5.1208551
1291.708,5.322723009,-2.24370894,-4.905477293,-0.027873642,5.799099522,5.200471212
1291.758,5.426754109,-2.446861933,-5.097111447,-0.36095468,5.799528883,5.18924876
1291.808,5.508470996,-3.06600506,-5.248899573,-0.484082744,5.799863281,2.714611826
1291.858,5.35688153,-3.417013165,-5.148838169,-0.456005295,5.800123717,2.887323193
1291.908,1.747015045,-0.822395114,-1.524333301,-1.120794705,5.800326549,3.445159522
1291.958,0.698305981,-0.049030314,-0.231804291,-1.842164712,5.800484517,3.897105624
1292.008,1.400834681,-0.497327167,-0.823969989,-0.918492725,5.800607544,3.912782038
1292.058,2.115658157,-1.170696898,-1.536869156,-0.045634038,5.800703359,4.035016579
1292.108,2.774074534,-1.891776719,-2.244751518,0.134247241,5.80077798,4.231945398
1292.158,3.348540742,-2.57263393,-2.88865349,0.654234941,5.800836095,4.544241746
1292.208,3.833352969,-3.175232842,-3.446291187,0.909394153,5.800881355,4.517562502
1292.258,4.233619968,-3.68841789,-3.914646467,1.013432729,5.800916604,4.685789851
1292.308,4.559113347,-4.113257384,-4.300064366,1.294412515,5.797113506,3.304100873
1292.358,4.809880313,-4.230324453,-4.4454065,1.202432242,5.716949259,3.147234133
1292.408,4.781600982,-1.142872457,-1.727009869,0.103189754,5.73549734,3.38301559
1292.458,4.949483222,-0.108315474,-1.015341986,-0.078658744,5.749963407,3.704935552
1292.508,5.1320279,-0.151973291,-1.735854387,-0.455250182,5.761242212,4.128284731
1292.558,5.276483504,-0.563938979,-2.430014285,-0.147466921,5.770033809,4.415491685
1292.608,5.390374394,-0.948317734,-3.051309859,-0.336143039,5.776885354,3.490995354
1292.658,5.46527558,-1.349916649,-3.465624142,-0.095890143,5.777479405,3.34676174
1292.708,5.227988826,-0.138451529,-1.696966338,-0.598968483,5.675235555,3.03275912
1292.758,5.300081231,0.040831947,-1.784842228,-1.282593599,5.551632932,2.887992849
1292.808,5.408944848,-0.05098932,-2.475047042,-1.780146714,5.583773989,2.06886693
1292.858,5.494494487,-0.484786912,-3.090554935,-1.346293888,5.425032646,1.933954297
1292.908,5.561585558,-1.15566558,-3.617207704,-0.137548829,5.507120239,2.610869374
1292.958,5.598698121,-1.74784514,-3.904006361,0.038414852,5.571477073,3.197601953
1293.008,5.307593256,-0.246865933,-1.516231209,-0.144493782,5.621857185,3.458424048
1293.058,5.16315395,0.009581184,-0.689653122,-0.619911016,5.661250323,3.654770198
1293.108,5.301054676,-0.208423554,-1.391276715,-0.047414618,5.692024995,2.624481427
1293.158,5.409710707,-0.789104087,-2.106504527,0.127115253,5.716050116,2.546549211
1293.208,5.495095631,-1.499612604,-2.765908586,0.442547584,5.734795945,2.458962845
1293.258,5.562056577,-2.186966424,-3.341552066,0.85473355,5.749416468,2.415592138
1293.308,5.614486698,-2.280049285,-3.827528657,0.10732069,5.760815836,2.652596147
1293.358,5.655489683,-2.073217661,-4.228852583,-0.022440161,5.769701492,2.927568842
1293.408,5.687526171,-2.329503391,-4.555260148,-0.259665397,5.776626391,2.491341
1293.458,5.515579681,-2.350708519,-4.609755988,-0.569766485,5.744091164,2.586632426
1293.508,2.147849255,-0.437308307,-1.310169038,-1.255805531,4.942120188,2.544372708
1293.558,1.907655463,-0.000910834,-0.269053958,-1.892328501,4.342559643,2.668451573
1293.608,2.58704496,-0.309436625,-0.877469126,-0.849231198,4.647017197,3.078393914
1293.658,3.187696308,-0.925767114,-1.593387695,-0.050499878,4.891273326,3.41190317
1293.708,3.698876632,-1.436168252,-2.297777225,-0.271625308,5.085833456,3.075841493
1293.758,4.123303202,-1.99298113,-2.935414201,-0.394800457,5.239985295,3.013601706
1293.808,4.469810185,-2.664149805,-3.4860227,-0.439119294,5.361632988,2.538033957
1293.858,4.74935229,-3.234984543,-3.947599585,-0.54671844,5.429781783,2.659426057
1293.908,4.972932447,-3.275526778,-4.32694752,-0.941079758,4.914298511,2.292542929
1293.958,5.150618729,-2.947099814,-4.634436659,-1.405941981,4.606836117,2.066222122
1294.008,5.291161334,-3.104855375,-4.881219755,-1.711936009,4.859151599,2.277111495
1294.058,5.401926368,-3.07335411,-5.020158617,-1.870356284,5.049921206,2.302425334
1294.108,5.488985025,-1.105214792,-4.006873799,-2.553161542,4.962890698,0.685577825
1294.158,5.472746604,-0.377965355,-3.881743024,-3.158375429,4.554228943,0.197893741
1294.208,3.891242964,0.002912545,-1.061072439,-3.674262889,4.352542612,0.391754582
1294.258,4.280954146,0.32687719,-0.826760229,-4.103055212,4.299016955,0.602507677
1294.308,4.597341575,0.779552715,-0.970329653,-4.447357661,4.611915656,1.072882745
1294.358,4.851556501,0.292715991,-1.689808106,-4.550832543,4.841897737,1.571240896
1294.408,5.054277592,0.00083683,-2.387487244,-3.6788149,4.574798847,0.581113362
1294.458,5.215030865,-0.186992504,-3.014146535,-1.753283436,4.354477842,0.154593975
1294.508,5.341968765,-0.756099794,-3.552717065,-0.253101326,3.878272462,0.144471985
1294.558,5.409943068,-1.350322617,-3.87254295,-2.90E-05,3.637149553,0.057135548
1294.608,4.796173974,-0.138552795,-1.784685175,-0.288322298,4.053544722,0.128721684
1294.658,4.22474475,0.058704037,-0.753220237,-0.904302485,4.325926615,0.291908489
1294.708,4.551939593,0.495138463,-0.84234398,-1.621459073,4.633613799,0.717485446
1294.758,4.815211146,0.844990005,-1.490903316,-2.18015047,4.857314922,1.158073575
1294.808,5.025373606,0.033537925,-2.201370674,-0.38088549,4.538116696,0.551603087
1294.858,5.192157595,-0.152210342,-2.850269368,0.001725336,4.161959416,0.537627111
1294.908,5.323934981,-0.699913795,-3.413608115,0.103260978,4.348089038,0.634115512
1294.958,5.4205423,-1.291374877,-3.739794754,0.109333886,4.617034495,0.513973348
1295.008,5.351437745,-0.124082072,-1.447581637,-0.075762735,4.109652192,0.060321323
1295.058,5.449327704,0.065366405,-0.556673354,-0.558205044,3.666856658,-0.004555747
1295.108,5.526179026,0.442233097,-0.26133519,-1.242405433,3.878834209,0.00311038
1295.158,5.577602098,0.767628612,-0.681424924,-1.962360135,3.609917109,0.139419234
1295.208,5.44060374,1.470617672,-0.642480755,-2.636542642,1.927019252,0.166208897
1295.258,5.519336434,1.898754793,-1.226302451,-3.087670787,1.995106604,0.000488705
1295.308,5.581045288,0.292015859,-1.946579345,-1.012355603,2.663508238,-0.068354458
1295.358,5.629341812,-0.004448141,-2.514982639,-0.172575748,3.164623256,-0.013611471
1295.408,5.667099307,0.179152568,-1.049760541,-0.733245099,3.018362089,0.046606928
1295.458,5.69659229,0.729129349,-0.409599432,-1.439162695,3.08813386,0.189792056
1295.508,5.719614468,1.008420539,-1.03130656,-2.144331809,3.614436339,0.414021589
1295.558,5.737576317,1.079682886,-1.724214281,-2.610972976,3.959981951,0.704666784
1295.608,5.751584524,1.588825735,-1.763867655,-3.208367769,2.747848851,0.100029359
1295.658,5.762505957,1.807467947,-2.267691615,-3.665692861,2.229065687,-0.026807544
1295.708,5.771018753,0.357733246,-2.908904143,-2.993430229,1.148711489,-0.43596859
1295.758,5.777652878,0.000748482,-3.463508919,-2.447556361,0.954908991,-1.06767004
1295.808,5.782822179,-0.090593407,-3.928933001,-2.602935473,1.533220139,-1.056544
1295.858,5.72386417,-0.105998318,-4.130201227,-3.040573622,2.022168363,-0.875493583
1295.908,4.459211824,0.077957608,-1.30178275,-3.575047944,2.608173919,-1.34181638
1295.958,4.234710201,0.547383362,-0.411397863,-4.01839354,2.876673777,-1.680301178
1296.008,4.559994443,0.730957056,-0.944503916,-4.2809245,1.00048852,-2.230613715
1296.058,4.821662437,0.183124872,-1.66319247,-3.568806884,0.305978685,-2.86884512
1296.108,5.030505941,-0.039797503,-2.36281498,-0.880761203,0.075645999,-3.252028788
1296.158,5.196220206,-0.473524883,-2.992539609,-0.039255399,0.0013639,-3.489208061
1296.208,5.3271387,-1.142084116,-3.534438663,0.136822447,0.281233527,-3.025548524
1296.258,5.221235833,-1.734823107,-3.798557667,0.349305952,0.794163271,-2.696264298
1296.308,1.718413532,-0.243062176,-0.970437809,-0.005253111,0.251309676,-3.281824708
1296.358,0.494128475,0.020122315,-0.076079016,-0.347171067,0.050967566,-3.777684103
1296.408,1.16687178,0.212308874,-0.3704676,-0.973570078,3.25E-07,-4.18801456
1296.458,1.887988618,0.010820234,-1.013628764,-1.318400451,-0.039700257,-4.522230852
1296.508,2.569193012,-0.204082504,-1.734109511,-0.130657401,8.05E-05,-4.791404806
1296.558,3.172255403,-0.78250501,-2.428406322,0.061711405,0.013117332,-5.006427351
1296.608,3.685918524,-1.492521261,-3.049906518,0.43152839,0.087689238,-5.17715607
1296.658,4.112645694,-2.0863232,-3.56890737,0.646492985,0.237986257,-5.216578444
1296.708,4.461166982,-0.588315278,-3.679078591,0.008728616,0.60529634,-3.445271809
1296.758,4.58171922,-0.013317359,-3.330023199,-0.21160458,1.066249605,-2.866729484
1296.808,1.951199711,0.196153117,-0.799615422,-0.793913588,0.292810665,-3.427631176
1296.858,1.813994568,0.770340621,-0.084580986,-1.504772746,0.009047473,-3.864565523
1296.908,2.467647092,1.45027037,0.032270623,-2.214484991,0.114334853,-3.493248419
1296.958,3.084113537,1.362116135,-0.038236807,-2.731539473,0.277788628,-3.216801932
1297.008,3.611779721,0.141504058,-0.469299774,-0.897975108,0.622833386,-2.456662198
1297.058,4.051574149,-0.052775977,-1.13696816,-0.095463493,1.070353016,-2.16222193
1297.108,4.411583341,-0.228771227,-1.858290442,-0.324224459,1.330513082,-1.198029143
1297.158,4.702571217,-0.24137018,-2.542176664,-0.68728815,1.81054709,-1.365590681
1297.208,4.93562957,-0.837932457,-3.148857232,-0.037297444,1.927500383,-2.081847545
1297.258,5.105181464,-1.434579027,-3.523017259,0.015452894,1.394826161,-2.713535682
1297.308,4.89603835,-0.1600273,-1.327592955,-0.190055526,0.347206271,-2.615970597
1297.358,4.595226959,0.045903558,-0.321734816,-0.760884682,0.077209196,-2.970107749
1297.408,4.84986467,0.28568208,-0.639681274,-1.469195816,-0.020329668,-3.515442609
1297.458,5.052932718,0.328369657,-1.283443265,-2.180800902,-0.300109645,-3.97196784
1297.508,5.213966933,0.52664146,-1.639880489,-2.832027313,-0.707720514,-4.346808647
1297.558,5.341130141,0.393641483,-2.194201239,-3.398053295,-1.056232851,-4.650440155
1297.608,5.441226154,1.037418688,-0.792424073,-3.874569311,-0.84872246,-4.894008169
1297.658,5.498628585,1.60122354,-0.859527324,-4.267330189,-0.987624641,-5.057803387
1297.708,5.121741225,2.305102402,-0.927829492,-4.586343954,-0.482551924,-4.564949688
1297.758,5.268359321,2.779738075,-1.484218659,-4.634099104,-0.176612294,-4.34072164
1297.808,5.383978789,0.586286044,-2.195042148,-1.308175743,-0.68791126,-4.645536391
1297.858,5.474892588,0.004039416,-2.84465987,-0.133887595,-1.230038241,-4.873135975
1297.908,5.546223564,-0.2306509,-3.408826486,0.001786977,-0.441717677,-4.6870378
1297.958,5.602095969,-0.688406237,-3.883526553,-0.075538705,-0.311073702,-4.389168889
1298.008,5.645803402,-0.739321832,-4.263650648,-0.463311147,-0.629741282,-4.684542667
1298.058,5.641660174,-0.12421874,-4.214493964,-1.129697084,-0.938198828,-4.876099898
1298.108,4.883012175,0.066708669,-2.109326966,-1.851046417,-0.223964274,-4.113634861
1298.158,4.698332029,0.538631054,-1.876689289,-2.535575903,-0.002191742,-3.775377554
1298.208,1.593491282,1.219565808,-0.286017962,-3.143134825,0.030280464,-3.836826734
1298.258,1.764665994,1.842120696,0.002914891,-3.607154275,0.113556042,-4.03344502
1298.308,2.456525544,0.618712835,-0.240804943,-2.779637892,-0.022244003,-4.396846236
1298.358,3.0744271,0.006684469,-0.837111978,-0.78338276,-0.33932916,-4.690719037
1298.408,3.603614243,-0.220047667,-1.550823559,-0.025949308,-0.764192628,-4.926171687
1298.458,4.033305336,-0.722780392,-2.144099067,0.069099996,-1.187721043,-5.113535966
1298.508,4.128669457,-0.016729626,-0.668717842,-0.107612628,-1.565793555,-5.261877635
1298.558,3.970413901,0.186653011,-0.060731664,-0.621332846,-1.71832491,-5.378875396
1298.608,1.629450877,0.755567985,0.115306437,-1.314813538,-0.397329475,-5.469173205
1298.658,1.565815252,1.349769085,0.521697821,-1.936989587,-0.032434482,-5.482415085
1298.708,2.271951028,0.138414726,0.000885137,-0.727701502,0.025159751,-5.066902731
1298.758,2.912660659,-0.038306786,-0.255187632,-0.102760191,0.193316953,-5.034963903
1298.808,3.466700934,0.134633013,-0.67985453,-0.612181407,-0.03623095,-5.199748609
1298.858,3.931580548,0.59381801,-1.03160826,-1.202264182,-0.4433118,-5.329920916
1298.908,4.313882799,0.00453934,-1.752391763,-0.140425406,-0.501807298,-4.985239276
1298.958,4.623904548,-0.186938622,-2.297636895,0.00800632,-0.415415711,-4.996198791
1299.008,1.979268494,0.03843193,-0.419563096,-0.214443531,-0.808856601,-5.169054401
1299.058,0.727459496,0.469652943,-4.59E-05,-0.798187664,-1.214102067,-5.305710607
1299.108,1.432844586,1.109958931,-0.068833116,-1.509352733,-1.081760977,-5.413373538
1299.158,2.146231339,1.285754544,-0.451413729,-2.21881086,-1.080439086,-5.49797056
1299.208,2.801308116,1.78188769,-0.917705814,-2.865714919,-1.522586443,-5.564309108
1299.258,3.371826531,1.725718971,-1.627155019,-3.282717585,-1.79135319,-5.61624918
1299.308,3.852747271,0.241090753,-2.329299334,-1.154774375,-1.289586136,-5.656867284
1299.358,4.249488077,-0.01131634,-2.963132217,-0.368639691,-1.461080135,-5.671971781
1299.408,4.571934718,0.002389645,-3.482232705,-1.011272471,-0.642739895,-5.345726924
1299.458,4.831223101,0.204780373,-3.325473528,-1.731708707,-0.183272103,-5.303536887
1299.508,5.038110443,0.783568705,-3.180348677,-2.426193447,-0.001057311,-5.316814733
1299.558,5.202238823,1.469898466,-2.846476623,-3.047975012,0.008253544,-5.12387894
1299.608,5.331884368,1.572862204,-2.706187511,-3.581297202,-0.123324924,-4.808678199
1299.658,5.433957662,1.286213718,-2.986527955,-4.001723225,-0.421894432,-4.914538146
1299.708,5.514122785,0.180333766,-3.529349779,-3.819982616,-0.511737671,-5.104303777
1299.758,5.576962041,-0.008794474,-3.972218533,-3.765307406,-0.738293222,-5.254583289
1299.808,5.626147915,0.205847353,-4.087609214,-4.177863413,-1.444666408,-5.373131286
1299.858,5.589493992,0.785192898,-4.011403809,-4.514014486,-2.136884213,-5.466372539
1299.908,4.137791698,1.495411221,-1.753385695,-4.784817478,-2.289864946,-5.539544469
1299.958,4.110088493,2.205635539,-1.705628432,-5.001182855,-2.301218552,-5.596867795
1300.008,3.591580165,2.847910024,-0.768800864,-5.173002339,-2.272394246,-5.641715629
1300.058,4.005696295,3.270529481,-1.241907501,-5.308825504,-2.316085222,-5.676767122
1300.108,3.751314084,3.752950248,-0.408028311,-5.415823829,-1.881754336,-5.70414044
1300.158,4.166381097,3.70504513,-0.736328582,-5.468978892,-1.706598182,-5.725504406
1300.208,4.504717651,1.692006342,-1.442525456,-4.878598035,-2.265085296,-5.742170339
1300.258,4.777362142,0.67421109,-2.155453093,-4.402436773,-2.727243669,-5.755166558
1300.308,4.995246257,0.012343688,-2.809510383,-1.436258136,-2.345031374,-5.765298199
1300.358,5.161036547,-0.096239423,-3.300377099,-1.360962169,-2.417637696,-5.7731949
1300.408,5.109123961,0.032960306,-2.103928542,-2.077395413,-3.0405046,-5.779348601
1300.458,4.34405516,0.45448783,-0.541899523,-2.739902392,-3.564168091,-5.784143379
1300.508,1.450893701,1.118941151,-0.00164341,-3.319275041,-3.757448977,-5.787878932
1300.558,1.039900953,1.810336211,0.206506697,-3.798754382,-3.832553003,-5.79078902
1300.608,1.760802424,1.709924465,-0.02374385,-3.936439882,-3.973754019,-5.793055904
1300.658,2.452974751,0.501385583,-0.426110985,-3.238787164,-4.304846223,-5.794821663
1300.708,3.071333095,0.000349382,-1.083983361,-1.022707853,-4.012441688,-5.796197024
