timestamp,input_0,input_1,input_2,input_3,input_4,input_5
1286.806,240.8534972,-240.8534972,-240.8534972,122.5170762,240.8534972,182.5927356
1286.856,240.8534972,-179.1095191,-240.8534972,-210.2434777,240.8534972,240.8534972
1286.906,240.8534972,-232.238819,-240.8534972,-141.7313549,240.8534972,240.8534972
1286.956,240.8534972,-228.1494584,-240.8534972,-187.8066088,240.8534972,181.2382754
1287.006,240.8534972,-240.8534972,-240.8534972,-103.3423866,240.8534972,205.2101381
1287.056,240.8534972,-240.8534972,-240.8534972,-179.4832256,240.8534972,206.6893275
1287.106,240.8534972,-240.8534972,-240.8534972,-89.18414798,240.8534972,207.7216214
1287.156,240.8534972,-240.8534972,-240.8534972,137.4156508,240.8534972,222.0305049
1287.206,240.8534972,-240.8534972,-240.8534972,198.7182976,240.8534972,235.4421256
1287.256,240.8534972,-102.8282175,-136.7511451,-240.8534972,240.8534972,180.7321942
1287.306,240.8534972,-178.5703593,-181.0316598,-229.9021542,240.8534972,217.536736
1287.356,144.5919348,240.8534972,220.8197671,-240.8534972,240.8534972,188.3957992
1287.406,240.8534972,131.9456985,-119.7596019,-240.8534972,240.8534972,222.1391068
1287.456,240.8534972,-175.7508202,-240.8534972,-155.7985764,240.8534972,240.8534972
1287.506,240.8534972,-240.8534972,-240.8534972,239.5158786,240.8534972,240.8534972
1287.556,240.8534972,-240.8534972,-240.8534972,240.8534972,240.8534972,240.8534972
1287.606,240.8534972,-240.8534972,-240.8534972,240.8534972,240.8534972,240.8534972
1287.656,240.8534972,-240.8534972,-240.8534972,240.8534972,240.8534972,224.3299822
1287.706,240.8534972,-240.8534972,-240.8534972,240.8534972,240.8534972,240.8534972
1287.756,240.8534972,-150.6244704,-238.5555826,-225.4092181,240.8534972,235.758307
1287.806,240.8534972,-150.9527728,-228.1526118,-207.1072602,240.8534972,240.8534972
1287.856,240.8534972,-240.8534972,-240.8534972,183.9465689,240.8534972,30.00477522
1287.906,240.8534972,-240.8534972,-240.8534972,240.8534972,240.8534972,177.4369919
1287.956,-19.14978994,240.8534972,240.8534972,-240.8534972,240.8534972,240.8534972
1288.006,196.1040932,240.8534972,173.3912779,-240.8534972,240.8534972,240.8534972
1288.056,240.8534972,-240.8534972,-240.8534972,173.2210742,240.8534972,222.1819499
1288.106,240.8534972,-240.8534972,-240.8534972,240.8534972,240.8534972,238.0791098
1288.156,240.8534972,-240.8534972,-240.8534972,240.8534972,240.8534972,236.4075625
1288.206,240.8534972,-240.8534972,-240.8534972,240.8534972,240.8534972,240.8534972
1288.256,240.8534972,-199.2522371,-240.8534972,-208.0572716,240.8534972,230.3765017
1288.306,240.8534972,-193.6876833,-240.8534972,-184.3655907,240.8534972,226.895795
1288.356,240.8534972,-105.2187305,-240.8534972,-209.7468728,240.8534972,69.11374602
1288.406,240.8534972,-132.4179694,-240.8534972,-164.3036769,240.8534972,191.2884158
1288.456,240.8534972,-240.8534972,-240.8534972,-118.9467182,240.8534972,119.3732757
1288.506,240.8534972,-240.8534972,-240.8534972,100.6568433,240.8534972,171.2322072
1288.556,240.8534972,147.3576282,-162.2079299,-240.8534972,240.8534972,201.3927837
1288.606,240.8534972,57.13953928,-210.9965502,-240.8534972,240.8534972,236.5432826
1288.656,240.8534972,-240.8534972,-240.8534972,185.6034592,240.8534972,240.8534972
1288.706,240.8534972,-240.8534972,-240.8534972,240.8534972,240.8534972,240.8534972
1288.756,240.8534972,-181.2334461,-240.8534972,-198.4221272,240.8534972,240.8534972
1288.806,240.8534972,-207.512345,-240.8534972,-130.9673261,240.8534972,240.8534972
1288.856,145.2400213,240.8534972,240.8534972,-240.8534972,240.8534972,132.1525612
1288.906,230.7339459,205.320751,157.4689144,-240.8534972,240.8534972,185.7512361
1288.956,240.8534972,-154.2208588,-177.8594706,-240.8534972,240.8534972,126.9366944
1289.006,240.8534972,-240.8534972,-240.8534972,94.12944698,240.8534972,192.415995
1289.056,240.8534972,-240.8534972,-240.8534972,240.8534972,240.8534972,240.8534972
1289.106,240.8534972,-240.8534972,-240.8534972,240.8534972,240.8534972,240.8534972
1289.156,240.8534972,-240.8534972,-240.8534972,240.8534972,240.8534972,158.8692901
1289.206,240.8534972,-240.8534972,-240.8534972,240.8534972,240.8534972,211.9908789
1289.256,240.8534972,-240.8534972,-240.8534972,172.6916718,240.8534972,194.6088283
1289.306,240.8534972,-240.8534972,-240.8534972,151.6921059,240.8534972,229.4803279
1289.356,240.8534972,-175.5156075,-240.8534972,-228.5085831,240.8534972,98.40062467
1289.406,240.8534972,-154.355288,-240.8534972,-211.1168607,240.8534972,160.9973682
1289.456,-49.60529767,240.8534972,240.8534972,-240.8534972,240.8534972,122.8241154
1289.506,204.889342,240.8534972,128.9950293,-240.8534972,216.0551973,199.2388455
1289.556,240.8534972,-240.8534972,-240.8534972,240.8534972,240.8534972,106.1153804
1289.606,240.8534972,-240.8534972,-240.8534972,240.8534972,240.8534972,173.7280624
1289.656,240.8534972,93.3689749,-240.8534972,-240.8534972,240.8534972,240.8534972
1289.706,240.8534972,-103.1445627,-240.8534972,-179.9215997,240.8534972,240.8534972
1289.756,240.8534972,-240.8534972,-240.8534972,181.2541985,240.8534972,118.3249223
1289.806,240.8534972,-240.8534972,-240.8534972,233.2522942,240.8534972,179.4680591
1289.856,240.8534972,-232.6075768,-240.8534972,-143.4694698,240.8534972,178.6106457
1289.906,240.8534972,-207.636139,-240.8534972,-126.9712074,240.8534972,205.007675
1289.956,240.8534972,214.0482108,-73.55868282,-240.8534972,240.8534972,194.1479278
1290.006,240.8534972,197.6556818,-151.3756348,-240.8534972,240.8534972,230.9851951
1290.056,240.8534972,-180.0566342,-240.8534972,-223.8142964,240.8534972,145.5315557
1290.106,240.8534972,-240.8534972,-240.8534972,-60.85681765,240.8534972,193.2339534
1290.156,240.8534972,-240.8534972,-240.8534972,-199.2925037,240.8534972,181.2708707
1290.206,240.8534972,-240.8534972,-240.8534972,-124.8635569,240.8534972,214.4564636
1290.256,240.8534972,-240.8534972,-240.8534972,126.3299877,240.8534972,-113.8434835
1290.306,240.8534972,-240.8534972,-240.8534972,158.9767415,218.680822,169.685074
1290.356,240.8534972,-240.8534972,-240.8534972,-69.15647784,240.8534972,136.0372784
1290.406,240.8534972,-240.8534972,-240.8534972,-56.17290852,240.8534972,166.6923745
1290.456,240.8534972,-154.4627312,-240.8534972,-165.5175658,240.8534972,211.3019916
1290.506,240.8534972,-148.2896295,-240.8534972,-116.0681338,240.8534972,233.1561838
1290.556,-234.1593084,240.8534972,240.8534972,-240.8534972,240.8534972,21.54042815
1290.606,45.78239695,240.8534972,214.3395045,-240.8534972,191.7541465,182.253879
1290.656,240.8534972,-172.4764061,-235.7726705,-231.5186651,240.8534972,240.8534972
1290.706,240.8534972,-240.8534972,-240.8534972,214.8205932,240.8534972,240.8534972
1290.756,240.8534972,-240.8534972,-240.8534972,240.8534972,240.8534972,185.334617
1290.806,240.8534972,-240.8534972,-240.8534972,240.8534972,240.8534972,223.997601
1290.856,240.8534972,-240.8534972,-240.8534972,240.8534972,240.8534972,60.7388793
1290.906,240.8534972,-240.8534972,-240.8534972,240.8534972,240.8534972,169.9838832
1290.956,240.8534972,-187.2699379,-240.8534972,-131.3238644,240.8534972,217.8833737
1291.006,240.8534972,-94.87556483,-240.8534972,-165.4820416,240.8534972,229.2904601
1291.056,240.8534972,-240.8534972,-240.8534972,107.2171919,240.8534972,151.7203484
1291.106,240.8534972,-240.8534972,-240.8534972,141.5901616,240.8534972,196.8306966
1291.156,-136.3331118,240.8534972,240.8534972,-240.8534972,240.8534972,234.4739839
1291.206,123.3528557,240.8534972,180.8229394,-240.8534972,240.8534972,240.8534972
1291.256,240.8534972,-240.8534972,-240.8534972,116.7313738,240.8534972,119.1198365
1291.306,240.8534972,-240.8534972,-240.8534972,240.8534972,240.8534972,181.6376809
1291.356,240.8534972,-240.8534972,-240.8534972,240.8534972,228.1858128,-92.43733364
1291.406,240.8534972,-240.8534972,-240.8534972,240.8534972,173.2892756,153.7693055
1291.456,240.8534972,58.76393591,-240.8534972,-240.8534972,233.097735,148.8949939
1291.506,240.8534972,115.3813656,-240.8534972,-240.8534972,236.6393815,183.1056117
1291.556,240.8534972,-240.8534972,-240.8534972,118.9688892,240.8534972,159.4628096
1291.606,240.8534972,-240.8534972,-240.8534972,171.4165378,240.8534972,191.4664648
1291.656,240.8534972,-209.7727505,-240.8534972,-221.9845723,240.8534972,134.8437221
1291.706,240.8534972,-176.9061916,-240.8534972,-217.8856429,240.8534972,186.5968234
1291.756,240.8534972,-240.8534972,-240.8534972,-105.423093,240.8534972,105.8062626
1291.806,240.8534972,-240.8534972,-240.8534972,-51.81441304,240.8534972,178.9672337
1291.856,-222.7365241,240.8534972,240.8534972,-240.8534972,240.8534972,240.8534972
1291.906,-103.0517545,240.8534972,238.6010782,-240.8534972,240.8534972,240.8534972
1291.956,240.8534972,-240.8534972,-240.8534972,35.35752523,240.8534972,240.8534972
1292.006,240.8534972,-240.8534972,-240.8534972,240.8534972,240.8534972,240.8534972
1292.056,240.8534972,-240.8534972,-240.8534972,240.8534972,240.8534972,185.5764507
1292.106,240.8534972,-240.8534972,-240.8534972,240.8534972,240.8534972,220.7705825
1292.156,240.8534972,-240.8534972,-240.8534972,147.7000801,240.8534972,138.2059994
1292.206,240.8534972,-240.8534972,-240.8534972,117.3366912,240.8534972,191.6137661
1292.256,240.8534972,-240.8534972,-240.8534972,162.2090077,240.8534972,240.8534972
1292.306,240.8534972,-237.2752431,-240.8534972,110.9878855,240.8534972,240.8534972
1292.356,215.489048,240.8534972,154.3212789,-240.8534972,240.8534972,195.73667
1292.406,235.6386286,240.8534972,18.83577664,-240.8534972,240.8534972,210.1574977
1292.456,240.8534972,-53.61973542,-240.8534972,-219.4573775,240.8534972,227.5029888
1292.506,240.8534972,-203.5418084,-240.8534972,73.39665589,240.8534972,240.8534972
1292.556,240.8534972,-174.5981232,-240.8534972,-136.5776543,240.8534972,233.3094832
1292.606,240.8534972,-202.3278876,-240.8534972,78.50254894,240.8534972,240.8534972
1292.656,209.4073223,240.8534972,76.29179466,-240.8534972,240.8534972,233.9024414
1292.706,235.5102302,240.8534972,-140.8238243,-240.8534972,240.8534972,240.8534972
1292.756,240.8534972,-170.3186767,-240.8534972,-210.8311682,240.8534972,-68.62149607
1292.806,240.8534972,-235.0029599,-240.8534972,-68.72064589,240.8534972,185.6050316
1292.856,240.8534972,-240.8534972,-240.8534972,240.8534972,240.8534972,240.8534972
1292.906,240.8534972,-240.8534972,-240.8534972,240.8534972,240.8534972,240.8534972
1292.956,208.1282922,240.8534972,142.1365559,-240.8534972,240.8534972,198.6397286
1293.006,214.9473267,240.8534972,72.18529738,-240.8534972,240.8534972,211.1854443
1293.056,240.8534972,-240.8534972,-240.8534972,175.8445955,240.8534972,221.9179203
1293.106,240.8534972,-240.8534972,-240.8534972,240.8534972,240.8534972,240.8534972
1293.156,240.8534972,-240.8534972,-240.8534972,174.0132851,240.8534972,209.0111253
1293.206,240.8534972,-240.8534972,-240.8534972,200.735168,240.8534972,238.5336419
1293.256,240.8534972,-164.1152476,-240.8534972,-177.1277661,240.8534972,54.89164078
1293.306,240.8534972,-116.2784819,-240.8534972,-183.2759197,232.8602501,159.9468031
1293.356,240.8534972,-183.453658,-240.8534972,-178.5460363,240.8534972,206.2056429
1293.406,240.8534972,-174.4416188,-240.8534972,-158.1105458,240.8534972,221.7331596
1293.456,-176.8750551,240.8534972,240.8534972,-240.8534972,240.8534972,240.8534972
1293.506,102.1727158,240.8534972,187.7863851,-240.8534972,240.8534972,240.8534972
1293.556,240.8534972,-240.8534972,-240.8534972,59.56508041,240.8534972,101.7560412
1293.606,240.8534972,-240.8534972,-240.8534972,240.8534972,240.8534972,170.4718807
1293.656,240.8534972,-202.4435264,-240.8534972,-159.0772408,230.9361604,142.3902353
1293.706,240.8534972,-215.124188,-240.8534972,-101.6484534,225.8160829,160.1328824
1293.756,240.8534972,-240.8534972,-240.8534972,-77.457553,239.5753997,48.87272663
1293.806,240.8534972,-240.8534972,-240.8534972,-97.35886965,220.0708361,116.6911923
1293.856,240.8534972,-187.2280885,-240.8534972,-177.4211396,240.8534972,240.8534972
1293.906,240.8534972,-136.3606091,-240.8534972,-195.4106023,240.8534972,240.8534972
1293.956,240.8534972,-192.4122331,-240.8534972,-174.9948896,240.8534972,210.8764254
1294.006,240.8534972,-187.0760462,-240.8534972,-153.6829891,240.8534972,216.7835613
1294.056,240.8534972,144.6371092,-111.8389557,-240.8534972,240.8534972,54.9625818
1294.106,240.8534972,85.20408014,-206.0316741,-240.8534972,240.8534972,151.2380876
1294.156,59.99511549,240.8534972,240.8534972,-240.8534972,240.8534972,146.9847533
1294.206,240.8534972,240.8534972,-45.02699397,-240.8534972,240.8534972,148.7492522
1294.256,240.8534972,210.0538025,-119.7414247,-240.8534972,240.8534972,188.3624283
1294.306,240.8534972,-61.09415648,-240.8534972,-226.4922902,240.8534972,204.4145926
1294.356,240.8534972,-176.1560907,-240.8534972,-124.7316798,240.8534972,108.2736432
1294.406,240.8534972,-204.0199174,-240.8534972,68.95980681,240.8534972,172.1797109
1294.456,240.8534972,-240.8534972,-240.8534972,240.8534972,161.4553027,153.9201439
1294.506,240.8534972,-240.8534972,-240.8534972,194.2697122,155.538177,174.9518256
1294.556,171.9454777,240.8534972,89.01853187,-240.8534972,240.8534972,217.9197612
1294.606,154.2568809,240.8534972,86.55991116,-240.8534972,240.8534972,220.8999013
1294.656,240.8534972,234.9605011,-103.7491383,-240.8534972,240.8534972,141.2178098
1294.706,240.8534972,187.0716822,-228.3003359,-240.8534972,240.8534972,170.2202955
1294.756,240.8534972,-240.8534972,-240.8534972,240.8534972,240.8534972,105.6993689
1294.806,240.8534972,-240.8534972,-240.8534972,240.8534972,240.8534972,179.443248
1294.856,240.8534972,-240.8534972,-240.8534972,134.4752787,181.5012974,110.3376291
1294.906,240.8534972,-240.8534972,-240.8534972,49.40155324,187.4215926,113.93646
1294.956,225.3944536,240.8534972,139.2382699,-240.8534972,240.8534972,176.4056124
1295.006,240.8534972,240.8534972,88.3735486,-240.8534972,240.8534972,169.6321011
1295.056,240.8534972,213.0880585,42.4536951,-240.8534972,217.624859,-162.7105161
1295.106,240.8534972,158.2357824,-199.2434024,-240.8534972,179.9040002,-100.6188915
1295.156,222.1336065,240.8534972,-64.86802558,-240.8534972,191.3677162,126.2773132
1295.206,240.8534972,216.5568618,-217.3610344,-240.8534972,201.0183254,127.5548214
1295.256,240.8534972,-240.8534972,-240.8534972,162.7754105,240.8534972,193.9824292
1295.306,240.8534972,-240.8534972,-240.8534972,185.62935,240.8534972,216.0634367
1295.356,240.8534972,213.6059294,95.60512378,-240.8534972,192.2274345,-96.70936936
1295.406,240.8534972,240.8534972,85.76143603,-240.8534972,191.9738871,-96.62758564
1295.456,240.8534972,155.2889594,-233.4378157,-240.8534972,155.1304373,36.4140344
1295.506,240.8534972,112.0004935,-240.8534972,-213.7029237,165.5027023,-30.57152703
1295.556,240.8534972,205.072472,-134.6214031,-240.8534972,239.0941667,76.3247438
1295.606,240.8534972,181.2831514,-211.8777445,-240.8534972,230.9732518,114.4268107
1295.656,240.8534972,-203.0681209,-240.8534972,-108.7186194,240.8534972,192.3926719
1295.706,240.8534972,-200.4853884,-240.8534972,-94.41318378,240.8534972,199.4199289
1295.756,240.8534972,-149.9989352,-240.8534972,-176.6316826,187.9124669,-48.37954057
1295.806,240.8534972,-54.49962414,-240.8534972,-219.3011083,169.8319048,68.37932265
1295.856,108.922907,240.8534972,203.1510954,-240.8534972,223.6316168,104.1660344
1295.906,184.2821119,240.8534972,127.0035734,-240.8534972,240.8534972,52.4953946
1295.956,240.8534972,136.7291174,-212.2449293,-233.6811121,160.4682249,-142.1726225
1296.006,240.8534972,-101.2773691,-240.8534972,-142.82873,148.8277785,-124.5711345
1296.056,240.8534972,-240.8534972,-240.8534972,240.8534972,218.0870772,44.04432106
1296.106,240.8534972,-240.8534972,-240.8534972,240.8534972,175.2748517,153.7031309
1296.156,240.8534972,-240.8534972,-240.8534972,240.8534972,-41.38048543,52.84454689
1296.206,240.8534972,-240.8534972,-240.8534972,154.751831,145.5193725,-133.5451656
1296.256,-214.2367166,240.8534972,240.8534972,-240.8534972,240.8534972,-133.5413724
1296.306,-161.8653876,240.8534972,240.8534972,-240.8534972,232.9876881,34.58570022
1296.356,240.8534972,170.9681105,-175.0933463,-240.8534972,158.1033294,139.543813
1296.406,240.8534972,-109.2844005,-240.8534972,-191.1210874,180.0239921,120.2260513
1296.456,240.8534972,-240.8534972,-240.8534972,240.8534972,240.8534972,136.1025325
1296.506,240.8534972,-240.8534972,-240.8534972,240.8534972,238.9204583,167.2757158
1296.556,240.8534972,-240.8534972,-240.8534972,212.3260147,46.45865769,-151.1489715
1296.606,240.8534972,-240.8534972,-240.8534972,149.7817731,97.78470396,-182.7602784
1296.656,240.8534972,159.2051518,-203.5968256,-240.8534972,-45.76241613,-240.8534972
1296.706,240.8534972,216.7997217,-168.0426715,-240.8534972,57.26877227,-240.8534972
1296.756,-133.1410002,240.8534972,240.8534972,-240.8534972,216.1966615,-103.0589356
1296.806,111.4891133,240.8534972,182.6111326,-240.8534972,205.820388,-54.79335927
1296.856,235.7333491,240.8534972,199.2002632,-240.8534972,230.1416433,-195.0861918
1296.906,240.8534972,119.8466349,-147.4472858,-240.8534972,214.411828,-176.3124729
1296.956,240.8534972,-240.8534972,-240.8534972,150.8372689,-146.9111695,-217.7652092
1297.006,240.8534972,-240.8534972,-240.8534972,209.9970738,-103.6427992,-240.8534972
1297.056,240.8534972,-139.6075876,-240.8534972,-146.5785808,-69.27682258,-219.1744226
1297.106,240.8534972,-44.88937569,-240.8534972,-192.2970165,-94.58631178,-213.339484
1297.156,240.8534972,-240.8534972,-240.8534972,207.5532041,226.5666445,-128.875594
1297.206,240.8534972,-240.8534972,-240.8534972,141.3882106,230.4761727,-124.6921767
1297.256,205.6121963,240.8534972,138.8319936,-240.8534972,-87.73451728,-240.8534972
1297.306,187.6603703,240.8534972,163.7401667,-240.8534972,-74.25553956,-240.8534972
1297.356,240.8534972,170.8244697,-158.5150469,-240.8534972,-78.33979326,-240.8534972
1297.406,240.8534972,68.02216216,-233.0655394,-240.8534972,-98.08655161,-240.8534972
1297.456,240.8534972,131.4172796,-177.4577752,-240.8534972,75.51234024,-240.8534972
1297.506,240.8534972,18.1146251,-235.2070592,-240.8534972,46.54498953,-240.8534972
1297.556,240.8534972,240.8534972,129.6895673,-240.8534972,92.61530206,-240.8534972
1297.606,240.8534972,212.1625976,-105.7787511,-240.8534972,113.3445458,-240.8534972
1297.656,195.4750065,240.8534972,-104.2784961,-240.8534972,178.6675145,-31.64236293
1297.706,240.8534972,240.8534972,-210.2487416,-240.8534972,207.4901212,-105.85132
1297.756,240.8534972,-240.8534972,-240.8534972,240.8534972,-116.9876587,-240.8534972
1297.806,240.8534972,-240.8534972,-240.8534972,240.8534972,-160.0936518,-240.8534972
1297.856,240.8534972,-240.8534972,-240.8534972,161.304918,119.4953017,-152.6407402
1297.906,240.8534972,-210.6329515,-240.8534972,-135.8184606,116.8176311,-156.4385008
1297.956,240.8534972,-107.6818713,-240.8534972,-209.5423957,170.25967,-75.10217716
1298.006,240.8534972,138.8080066,-214.1026313,-240.8534972,191.4936043,-119.6742857
1298.056,159.962044,240.8534972,75.19281797,-240.8534972,154.9951217,30.4875064
1298.106,221.2424892,240.8534972,-124.4007364,-240.8534972,204.2406996,-138.3139666
1298.156,-208.7109678,240.8534972,240.8534972,-240.8534972,158.5809662,-240.8534972
1298.206,152.1114538,240.8534972,234.0662621,-240.8534972,54.43183847,-240.8534972
1298.256,240.8534972,-116.719158,-240.8534972,-97.71733456,-152.79061,-148.5340381
1298.306,240.8534972,-239.9383753,-240.8534972,184.3233755,-78.13317111,-208.1927809
1298.356,240.8534972,-240.8534972,-240.8534972,240.8534972,-160.6125067,-240.8534972
1298.406,240.8534972,-240.8534972,-240.8534972,195.1674938,-197.9018324,-240.8534972
1298.456,212.0184119,240.8534972,144.552256,-240.8534972,-188.0753763,-240.8534972
1298.506,200.5312883,240.8534972,173.4741,-240.8534972,-173.9580504,-240.8534972
1298.556,-135.5348515,240.8534972,240.8534972,-240.8534972,-50.97638971,-240.8534972
1298.606,110.4011087,240.8534972,228.0701421,-240.8534972,-132.417858,-240.8534972
1298.656,240.8534972,-240.8534972,-240.8534972,101.0776627,34.34581096,-173.4712879
1298.706,240.8534972,-240.8534972,-240.8534972,174.089451,67.85853711,-187.2239446
1298.756,240.8534972,234.5034025,-196.2839032,-240.8534972,-227.149475,-240.8534972
1298.806,240.8534972,240.8534972,-165.4771819,-240.8534972,-223.7143818,-240.8534972
1298.856,240.8534972,-240.8534972,-240.8534972,217.806696,95.11625929,-202.293739
1298.906,240.8534972,-240.8534972,-240.8534972,191.8523781,-18.14402906,-184.8850649
1298.956,-120.8281519,240.8534972,240.8534972,-240.8534972,-161.9367289,-240.8534972
1299.006,-126.2587213,240.8534972,240.8534972,-240.8534972,-171.9005638,-240.8534972
1299.056,240.8534972,239.5434394,-111.7050913,-240.8534972,126.2158249,-138.3632825
1299.106,240.8534972,138.599593,-212.1630893,-240.8534972,145.4572803,-162.6013629
1299.156,240.8534972,207.2175102,-194.5103031,-240.8534972,94.73062911,-200.6789616
1299.206,240.8534972,141.0803518,-239.3227531,-240.8534972,104.0750916,-217.221146
1299.256,240.8534972,-240.8534972,-240.8534972,154.3739484,-184.9033933,-240.8534972
1299.306,240.8534972,-233.901947,-240.8534972,103.8636607,-210.8352932,-240.8534972
1299.356,240.8534972,53.65172984,-240.8534972,-240.8534972,-190.3465492,-240.8534972
1299.406,240.8534972,184.848374,-167.4860891,-240.8534972,-185.01268,-240.8534972
1299.456,240.8534972,240.8534972,-165.5782909,-240.8534972,-182.667128,-240.8534972
1299.506,240.8534972,240.8534972,-134.2571528,-240.8534972,-167.6021618,-240.8534972
1299.556,240.8534972,142.7419338,-147.3001154,-240.8534972,178.2432183,-240.8534972
1299.606,240.8534972,84.25884236,-200.2500393,-240.8534972,140.8248213,-237.1768515
1299.656,240.8534972,-207.092615,-240.8534972,-178.9201683,133.8974902,-191.9353067
1299.706,240.8534972,-212.1589117,-240.8534972,-186.6640384,161.000269,-220.992064
1299.756,240.8534972,238.0004833,-212.4863853,-240.8534972,-240.8534972,-240.8534972
1299.806,240.8534972,240.8534972,-208.2891348,-240.8534972,-240.8534972,-240.8534972
1299.856,81.74381423,240.8534972,117.853339,-240.8534972,-88.19581244,-195.2801726
1299.906,203.2508383,240.8534972,-133.6506269,-240.8534972,-35.49933172,-223.6097305
1299.956,138.3631397,240.8534972,76.29322418,-240.8534972,-179.3519917,-240.8534972
1300.006,240.8534972,222.5857692,-209.7457092,-240.8534972,-186.1943239,-240.8534972
1300.056,167.6482676,240.8534972,115.9714995,-240.8534972,-81.4402234,-240.8534972
1300.106,240.8534972,201.223498,-159.36416,-240.8534972,-99.53527428,-240.8534972
1300.156,240.8534972,-90.12630845,-240.8534972,-174.5189154,-192.5727689,-240.8534972
1300.206,240.8534972,-79.51416223,-240.8534972,-188.8775573,-176.9329787,-240.8534972
1300.256,240.8534972,-240.8534972,-240.8534972,210.8869567,-36.7685709,-240.8534972
1300.306,240.8534972,-196.7126531,-240.8534972,-99.07338979,-156.4596657,-240.8534972
1300.356,224.7932693,188.9654528,-25.11527514,-240.8534972,62.0475111,-205.7900683
1300.406,162.7158762,240.8534972,174.9315006,-240.8534972,86.34241534,-226.8198149
1300.456,-199.4777356,240.8534972,240.8534972,-240.8534972,139.4188018,-232.5017651
1300.506,27.31407667,240.8534972,240.8534972,-240.8534972,64.01568648,-212.3779287
1300.556,240.8534972,129.3550389,-229.1302955,-214.5793449,-191.5523161,-192.7243581
1300.606,240.8534972,-135.546407,-240.8534972,-129.0042842,-173.6385481,-229.6349629
1300.656,240.8534972,-240.8534972,-240.8534972,181.2442087,-92.73920652,-240.8534972
1300.706,240.8534972,-240.8534972,-240.8534972,74.49267634,-136.5819529,-240.8534972
1300.756,89.77755352,240.8534972,198.1280473,-240.8534972,-240.8534972,-240.8534972
1300.806,-61.5337563,240.8534972,240.8534972,-240.8534972,-240.8534972,-240.8534972
1300.856,240.8534972,-189.6433608,-240.8534972,-159.7976829,-170.1866014,-240.8534972
1300.906,240.8534972,-213.9498649,-240.8534972,-153.3290346,-153.3115546,-240.8534972
1300.956,-33.24327388,240.8534972,132.0254007,-240.8534972,-146.7602608,-240.8534972
